	16 tissues mixture	E-MTAB-513
	abomasum	E-MTAB-3838
	abomasum mucosa	E-MTAB-3838
	accessory axillary lymph node	E-MTAB-3579
	amnion	E-MTAB-3579
	arm muscle	E-MTAB-3871
	biceps	E-MTAB-3838
	bone (os femoris)	E-MTAB-3579
	cervix	E-MTAB-2706,E-MTAB-3838
	cervix, uterine	E-PROT-3
	corpora quadrigemina	E-MTAB-3579
	corpus luteum	E-MTAB-3838
	endosperm and seed coat	E-MTAB-4260
	epididymis and seminiferous tubule	E-MTAB-3579
	eyeball	E-MTAB-3579
	heart muscle	E-PROT-3
	intestinal mucosa	E-MTAB-3579
	lateral ventricle	E-PROT-3
	left renal cortex	E-MTAB-3871
	left renal pelvis	E-MTAB-3871
	leg muscle	E-MTAB-3871
	lymph node mesenteric	E-MTAB-3838
	lymph node prescapular	E-MTAB-3838
	muscle biceps	E-MTAB-3838
	muscle long dorsal	E-MTAB-3838
	nasal pharynx	E-MTAB-2706
	olfactory brain	E-MTAB-3579
	omentum	E-MTAB-3838
	oral mucosa	E-PROT-3
	ovarian follicles	E-MTAB-3838
	parathyroid gland	E-PROT-3
	prescapular lymph node	E-MTAB-3838
	protonemata and young gametophore	E-MTAB-2588
	renal cortex	E-MTAB-3838,E-MTAB-3871
	renal pelvis	E-MTAB-3871
	right renal cortex	E-MTAB-3871
	right renal pelvis	E-MTAB-3871
	rumen	E-MTAB-3838
	skin back	E-MTAB-3838
	skin from back	E-MTAB-3838
	skin from side	E-MTAB-3838
	soft tissue	E-PROT-3
	trunk muscle	E-MTAB-3871
	vegetative meristem	E-MTAB-3839
	venous blood	E-MTAB-3827
	whole body	E-MTAB-3579
	whole embryo	E-MTAB-3838
http://purl.obolibrary.org/obo/CL_0000084	CD4-positive T cell	E-PROT-1
http://purl.obolibrary.org/obo/CL_0000084	CD8-positive T cell	E-PROT-1
http://purl.obolibrary.org/obo/CL_0000100	motor neuron	E-MTAB-2812
http://purl.obolibrary.org/obo/CL_0000233	platelet	E-PROT-1
http://purl.obolibrary.org/obo/CL_0000235	alveolar macrophage	E-MTAB-3838
http://purl.obolibrary.org/obo/CL_0000235	alveolar macrophages	E-MTAB-3838
http://purl.obolibrary.org/obo/CL_0000236	B cell	E-PROT-1
http://purl.obolibrary.org/obo/CL_0000336	adrenal	E-MTAB-2706,E-MTAB-513
http://purl.obolibrary.org/obo/CL_0000336	adrenal gland	E-MTAB-3579,E-MTAB-3838,E-MTAB-3871,E-PROT-1,E-PROT-3
http://purl.obolibrary.org/obo/CL_0000540	neuron	E-MTAB-2812
http://purl.obolibrary.org/obo/CL_0000576	monocyte	E-PROT-1
http://purl.obolibrary.org/obo/CL_0000623	natural killer cell	E-PROT-1
http://purl.obolibrary.org/obo/CL_0000738	leukocyte	E-MTAB-513
http://purl.obolibrary.org/obo/CL_0002371	somatic cell	E-MTAB-2812
http://purl.obolibrary.org/obo/PO_0000229	floral meristem	E-MTAB-3839
http://purl.obolibrary.org/obo/PO_0009084	pericarp	E-MTAB-4260
http://purl.obolibrary.org/obo/PO_0020142	internode	E-MTAB-2809
http://purl.obolibrary.org/obo/PO_0030003	protonemata	E-MTAB-2588
http://purl.obolibrary.org/obo/UBERON_0000002	uterine cervix	E-MTAB-3358
http://purl.obolibrary.org/obo/UBERON_0000004	olfactory apparatus	E-MTAB-3358
http://purl.obolibrary.org/obo/UBERON_0000007	brain pituitary	E-MTAB-2848
http://purl.obolibrary.org/obo/UBERON_0000007	pituitary	E-MTAB-3838
http://purl.obolibrary.org/obo/UBERON_0000007	pituitary gland	E-MTAB-3358,E-MTAB-3579,E-MTAB-3838
http://purl.obolibrary.org/obo/UBERON_0000014	zone of skin	E-MTAB-3358
http://purl.obolibrary.org/obo/UBERON_0000029	lymph node	E-MTAB-2706,E-MTAB-2848,E-MTAB-3358,E-MTAB-513,E-PROT-3
http://purl.obolibrary.org/obo/UBERON_0000029	mesenteric lymph node	E-MTAB-3838
http://purl.obolibrary.org/obo/UBERON_0000059	large intestine	E-MTAB-3871
http://purl.obolibrary.org/obo/UBERON_0000160	intestine	E-MTAB-3579
http://purl.obolibrary.org/obo/UBERON_0000165	oral cavity	E-MTAB-2706
http://purl.obolibrary.org/obo/UBERON_0000178	blood	E-MTAB-2706
http://purl.obolibrary.org/obo/UBERON_0000310	breast	E-MTAB-2706,E-MTAB-3358,E-MTAB-513,E-PROT-3
http://purl.obolibrary.org/obo/UBERON_0000341	throat	E-MTAB-3358
http://purl.obolibrary.org/obo/UBERON_0000362	renal medulla	E-MTAB-3838
http://purl.obolibrary.org/obo/UBERON_0000369	corpus striatum	E-MTAB-3579
http://purl.obolibrary.org/obo/UBERON_0000451	prefrontal cortex	E-MTAB-3717
http://purl.obolibrary.org/obo/UBERON_0000473	testes	E-MTAB-2800
http://purl.obolibrary.org/obo/UBERON_0000473	testis	E-MTAB-2706,E-MTAB-2797,E-MTAB-2798,E-MTAB-2800,E-MTAB-3358,E-MTAB-3579,E-MTAB-3717,E-MTAB-3719,E-MTAB-3838,E-MTAB-513,E-PROT-1,E-PROT-3
http://purl.obolibrary.org/obo/UBERON_0000922	germinating embryo	E-MTAB-2809
http://purl.obolibrary.org/obo/UBERON_0000945	stomach	E-MTAB-2706,E-MTAB-3358,E-MTAB-3579,E-MTAB-3871,E-PROT-3
http://purl.obolibrary.org/obo/UBERON_0000947	aorta	E-MTAB-3579
http://purl.obolibrary.org/obo/UBERON_0000948	heart	E-MTAB-2797,E-MTAB-2798,E-MTAB-2800,E-MTAB-2848,E-MTAB-3358,E-MTAB-3579,E-MTAB-3717,E-MTAB-3719,E-MTAB-3726,E-MTAB-3727,E-MTAB-3871,E-MTAB-513,E-PROT-1
http://purl.obolibrary.org/obo/UBERON_0000955	brain	E-MTAB-2706,E-MTAB-2797,E-MTAB-2798,E-MTAB-2800,E-MTAB-3358,E-MTAB-3717,E-MTAB-3719,E-MTAB-3726,E-MTAB-3727,E-MTAB-513,E-PROT-1
http://purl.obolibrary.org/obo/UBERON_0000956	cerebral cortex	E-MTAB-3579,E-PROT-3
http://purl.obolibrary.org/obo/UBERON_0000966	retina	E-PROT-1
http://purl.obolibrary.org/obo/UBERON_0000970	eye	E-MTAB-3358
http://purl.obolibrary.org/obo/UBERON_0000977	pleura	E-MTAB-2706
http://purl.obolibrary.org/obo/UBERON_0000989	penis	E-MTAB-3358
http://purl.obolibrary.org/obo/UBERON_0000992	ovary	E-MTAB-3358
http://purl.obolibrary.org/obo/UBERON_0000993	oviduct	E-MTAB-3579
http://purl.obolibrary.org/obo/UBERON_0000995	uterus	E-MTAB-2706,E-MTAB-3358,E-MTAB-3579,E-MTAB-3838
http://purl.obolibrary.org/obo/UBERON_0000996	vagina	E-MTAB-3358,E-MTAB-3579,E-PROT-3
http://purl.obolibrary.org/obo/UBERON_0000998	seminal vesicle	E-MTAB-3358,E-PROT-3
